id,name,expansion,color_identity,weight_hb_99,weight_hb_cmd,weight_sb_99,weight_sb_cmd
82583,Gixian Puppeteer,BRO,B,18,18,18,18
82584,Gixian Skullflayer,BRO,B,9,9,9,9
82585,Gnawing Vermin,BRO,B,9,9,9,9
82586,Go for the Throat,BRO,B,9,36,9,36
82587,Gruesome Realization,BRO,B,9,9,9,9
82588,Gurgling Anointer,BRO,B,9,9,9,9
82589,Hostile Negotiations,BRO,B,9,9,9,9
82590,Kill-Zone Acrobat,BRO,B,9,9,9,9
82591,Misery's Shadow,BRO,B,27,18,27,18
82592,Moment of Defiance,BRO,B,9,9,9,9
82593,No One Left Behind,BRO,B,9,9,9,9
82594,Overwhelming Remorse,BRO,B,0,0,0,0
82595,Painful Quandary,BRO,B,9,9,9,9
82596,Powerstone Fracture,BRO,B,9,9,9,9
82597,Ravenous Gigamole,BRO,B,9,9,9,9
82598,Thran Vigil,BRO,B,9,9,9,9
82599,Thraxodemon,BRO,B,9,9,9,9
82600,Trench Stalker,BRO,B,9,9,9,9
82601,Ashnod's Harvester,BRO,B,9,9,9,9
82602,Clay Revenant,BRO,B,9,9,9,9
82603,Dredging Claw,BRO,B,9,9,9,9
82604,Goring Warplow,BRO,B,9,9,9,9
82605,Phyrexian Fleshgorger,BRO,B,18,18,18,18
82606,Razorlash Transmogrant,BRO,B,18,18,18,18
82607,Scrapwork Rager,BRO,B,9,9,9,9
82608,Transmogrant Altar,BRO,B,9,9,9,9
82609,Transmogrant's Crown,BRO,B,27,27,27,27
82610,Arms Race,BRO,R,9,9,9,9
82611,Bitter Reunion,BRO,R,9,9,9,9
82612,Brotherhood's End,BRO,R,36,36,36,36
82613,Conscripted Infantry,BRO,R,9,9,9,9
82614,Draconic Destiny,BRO,R,9,9,9,9
82615,Dwarven Forge-Chanter,BRO,R,9,9,9,9
82616,Excavation Explosion,BRO,R,9,9,9,9
82617,The Fall of Kroog,BRO,R,9,9,9,9
82618,Fallaji Chaindancer,BRO,R,9,9,9,9
82619,"Feldon, Ronom Excavator",BRO,R,45,1080,45,720
82620,Giant Cindermaw,BRO,R,9,9,9,9
82621,Goblin Blast-Runner,BRO,R,9,9,9,9
82622,Horned Stoneseeker,BRO,R,9,9,9,9
82623,Mechanized Warfare,BRO,R,27,27,27,27
82624,"Mishra, Excavation Prodigy",BRO,R,9,-360,9,9
82625,Mishra's Command,BRO,R,27,27,27,27
82626,Mishra's Domination,BRO,R,9,9,9,9
82627,Mishra's Onslaught,BRO,R,9,9,9,9
82628,Monastery Swiftspear,BRO,R,45,36,45,36
82629,Obliterating Bolt,BRO,R,18,18,18,18
82630,Over the Top,BRO,R,9,9,9,9
82631,Penregon Strongbull,BRO,R,9,9,9,9
82632,Pyrrhic Blast,BRO,R,9,9,9,9
82633,Raze to the Ground,BRO,R,9,9,9,9
82634,Roc Hunter,BRO,R,9,9,9,9
82635,Sardian Cliffstomper,BRO,R,27,27,27,27
82636,Sibling Rivalry,BRO,R,9,9,9,9
82637,Tomakul Scrapsmith,BRO,R,9,9,9,9
82638,Tyrant of Kher Ridges,BRO,R,9,9,9,9
82639,Unleash Shell,BRO,R,9,9,9,9
82640,Visions of Phyrexia,BRO,R,9,9,18,18
82641,Whirling Strike,BRO,R,9,9,9,9
82642,Blitz Automaton,BRO,R,9,9,9,9
82643,Fallaji Dragon Engine,BRO,R,9,9,9,9
82644,Heavyweight Demolisher,BRO,R,9,9,9,9
82645,Mishra's Juggernaut,BRO,R,9,9,9,9
82646,Mishra's Research Desk,BRO,R,9,9,9,9
82647,Phyrexian Dragon Engine,BRO,R,18,18,18,18
82649,Scrapwork Mutt,BRO,R,18,18,18,18
82650,Skitterbeam Battalion,BRO,R,18,18,18,18
82651,Alloy Animist,BRO,G,9,9,9,9
82652,Argothian Opportunist,BRO,G,9,9,9,9
82653,Argothian Sprite,BRO,G,9,9,9,9
82654,Audacity,BRO,G,18,9,18,9
82655,Awaken the Woods,BRO,G,18,18,18,18
82656,Blanchwood Armor,BRO,G,9,9,9,9
82657,Blanchwood Prowler,BRO,G,9,9,9,9
82658,Burrowing Razormaw,BRO,G,9,9,9,9
82659,Bushwhack,BRO,G,9,9,9,9
82660,Citanul Stalwart,BRO,G,9,9,9,9
82661,Epic Confrontation,BRO,G,0,0,0,0
82662,Fade from History,BRO,G,18,18,18,18
82663,Fallaji Excavation,BRO,G,9,9,9,9
82664,Fauna Shaman,BRO,G,18,18,18,18
82665,Fog of War,BRO,G,9,9,9,9
82666,Gaea's Courser,BRO,G,9,9,9,9
82667,Gaea's Gift,BRO,G,9,9,9,9
82668,Giant Growth,BRO,G,9,9,9,9
82669,Gnarlroot Pallbearer,BRO,G,9,9,9,9
82670,"Gwenna, Eyes of Gaea",BRO,G,18,360,18,240
82671,Hoarding Recluse,BRO,G,9,9,9,9
82672,Obstinate Baloth,BRO,G,18,18,18,18
82673,Perimeter Patrol,BRO,G,9,9,9,9
82674,Sarinth Steelseeker,BRO,G,9,9,9,9
82675,Shoot Down,BRO,G,9,9,9,9
82676,Tawnos's Tinkering,BRO,G,9,9,9,9
82677,Teething Wurmlet,BRO,G,18,18,18,18
82678,"Titania, Voice of Gaea",BRO,G,27,9,27,27
82679,Titania's Command,BRO,G,18,18,18,18
82680,Tomakul Honor Guard,BRO,G,9,9,9,9
82681,Wasteful Harvest,BRO,G,9,9,9,9
82682,Boulderbranch Golem,BRO,G,9,9,9,9
82683,Cradle Clearcutter,BRO,G,9,9,9,9
82684,Haywire Mite,BRO,G,18,18,9,9
82685,Iron-Craw Crusher,BRO,G,9,9,9,9
82686,Mask of the Jadecrafter,BRO,G,9,9,9,9
82687,Perennial Behemoth,BRO,G,9,9,9,9
82688,Rootwire Amalgam,BRO,G,18,18,18,18
82689,Rust Goliath,BRO,G,9,9,9,9
82690,Simian Simulacrum,BRO,G,27,27,27,27
82691,Arbalest Engineers,BRO,RG,9,9,9,9
82692,Battery Bearer,BRO,UG,9,9,9,9
82693,Deathbloom Ritualist,BRO,BG,9,9,9,9
82694,Evangel of Synthesis,BRO,UB,18,18,18,18
82695,Fallaji Vanguard,BRO,WR,9,9,9,9
82696,"Hajar, Loyal Bodyguard",BRO,RG,45,360,45,36
82697,"Harbin, Vanguard Aviator",BRO,WU,45,360,45,240
82698,Hero of the Dunes,BRO,WB,9,9,9,9
82699,Junkyard Genius,BRO,BR,9,18,9,18
82700,Legions to Ashes,BRO,WB,18,18,18,18
82701,"Mishra, Claimed by Gix",BRO,BR,27,9,27,27
82702,"Mishra, Tamer of Mak Fawa",BRO,BR,9,-360,9,-360
82703,Queen Kayla bin-Kroog,BRO,WR,9,-360,9,27
82704,"Saheeli, Filigree Master",BRO,UR,9,-360,9,-360
82705,Sarinth Greatwurm,BRO,RG,9,9,9,9
82706,Skyfisher Spider,BRO,BG,18,18,18,18
82707,"Tawnos, the Toymaker",BRO,UG,9,-360,9,9
82708,Third Path Iconoclast,BRO,UR,18,36,18,36
82709,"Tocasia, Dig Site Mentor",BRO,WUG,9,-360,9,9
82710,"Urza, Lord Protector",BRO,WU,27,9,27,27
82711,"Urza, Prince of Kroog",BRO,WU,18,-360,18,9
82712,Yotian Dissident,BRO,WG,9,9,9,9
82713,Yotian Tactician,BRO,WU,18,9,18,9
82714,Bladecoil Serpent,BRO,UBR,27,27,27,27
82715,Clay Champion,BRO,WG,18,18,18,18
82716,Aeronaut's Wings,BRO,,9,9,9,9
82717,Argivian Avenger,BRO,,9,9,9,9
82718,Cityscape Leveler,BRO,,18,18,18,18
82719,Energy Refractor,BRO,,9,9,9,9
82720,Goblin Firebomb,BRO,,9,9,9,9
82721,Levitating Statue,BRO,,9,9,9,9
82722,"Liberator, Urza's Battlethopter",BRO,,9,-360,9,9
82723,The Mightstone and Weakstone,BRO,,9,9,9,9
82725,Mine Worker,BRO,,9,9,9,9
82726,Portal to Phyrexia,BRO,,36,36,36,36
82727,Power Plant Worker,BRO,,9,9,9,9
82728,Reconstructed Thopter,BRO,,9,9,9,9
82729,Slagstone Refinery,BRO,,9,9,9,9
82730,Spectrum Sentinel,BRO,,18,18,18,18
82731,The Stasis Coffin,BRO,,9,9,9,9
82732,Steel Exemplar,BRO,,9,9,9,9
82733,The Stone Brain,BRO,,9,9,9,9
82734,Stone Retrieval Unit,BRO,,9,9,9,9
82735,Su-Chi Cave Guard,BRO,,9,9,9,9
82736,Supply Drop,BRO,,9,9,9,9
82737,Swiftgear Drake,BRO,,9,9,9,9
82738,Symmetry Matrix,BRO,,9,9,9,9
82739,Thran Power Suit,BRO,,9,9,9,9
82740,Thran Spider,BRO,,9,9,18,18
82741,Tower Worker,BRO,,9,9,9,9
82742,"Argoth, Sanctum of Nature",BRO,G,0,0,0,0
82744,Battlefield Forge,BRO,WR,0,0,0,0
82745,Blast Zone,BRO,,0,0,0,0
82746,Brushland,BRO,WG,0,0,0,0
82747,Demolition Field,BRO,,0,0,0,0
82748,Evolving Wilds,BRO,,9,9,9,9
82749,Fortified Beachhead,BRO,WU,0,0,0,0
82750,Hall of Tagsin,BRO,,9,9,0,0
82751,Llanowar Wastes,BRO,BG,0,0,0,0
82752,Mishra's Foundry,BRO,,9,0,9,0
82753,Tocasia's Dig Site,BRO,,0,0,0,0
82754,Underground River,BRO,UB,0,0,0,0
82755,Rescue Retriever,BRO,W,27,18,27,18
82756,Geology Enthusiast,BRO,U,9,9,0,0
82757,Terror Ballista,BRO,B,0,0,0,0
82758,Artificer's Dragon,BRO,R,0,0,0,0
82759,Woodcaller Automaton,BRO,G,0,0,0,0
82760,Plains,BRO,W,0,0,0,0
82761,Plains,BRO,W,0,0,0,0
82762,Island,BRO,U,0,0,0,0
82763,Island,BRO,U,0,0,0,0
82764,Swamp,BRO,B,0,0,0,0
82765,Swamp,BRO,B,0,0,0,0
82766,Mountain,BRO,R,0,0,0,0
82767,Mountain,BRO,R,0,0,0,0
82768,Forest,BRO,G,0,0,0,0
82769,Forest,BRO,G,0,0,0,0
82770,Plains,BRO,W,0,0,0,0
82771,Plains,BRO,W,0,0,0,0
82772,Island,BRO,U,0,0,0,0
82773,Island,BRO,U,0,0,0,0
82774,Swamp,BRO,B,0,0,0,0
82775,Swamp,BRO,B,0,0,0,0
82776,Mountain,BRO,R,0,0,0,0
82777,Mountain,BRO,R,0,0,0,0
82778,Forest,BRO,G,0,0,0,0
82779,Forest,BRO,G,0,0,0,0
82800,Adaptive Automaton,BRR,,9,9,9,9
82801,Aetherflux Reservoir,BRR,,27,9,27,9
82802,Altar of Dementia,BRR,,27,27,27,27
82803,Ashnod's Altar,BRR,,9,9,9,9
82804,Astral Cornucopia,BRR,,9,9,9,9
82805,Blackblade Reforged,BRR,,9,9,9,9
82806,Bone Saw,BRR,,9,9,9,9
82807,Burnished Hart,BRR,,9,9,9,9
82808,Caged Sun,BRR,,9,9,9,9
82809,Chromatic Lantern,BRR,,18,18,18,18
82810,Chromatic Star,BRR,,27,27,27,27
82811,Cloud Key,BRR,,9,9,9,9
82812,Defense Grid,BRR,,18,18,18,18
82813,Door to Nothingness,BRR,WUBRG,9,9,9,9
82814,Elsewhere Flask,BRR,,9,9,9,9
82815,Foundry Inspector,BRR,,18,18,18,18
82816,Gilded Lotus,BRR,,9,9,9,9
82817,Goblin Charbelcher,BRR,,27,18,27,18
82818,Helm of the Host,BRR,,9,9,9,9
82819,Howling Mine,BRR,,9,9,9,9
82820,Ichor Wellspring,BRR,,18,18,18,18
82821,Inspiring Statuary,BRR,,9,9,9,9
82822,Ivory Tower,BRR,,9,9,9,9
82823,Jalum Tome,BRR,,9,9,9,9
82824,Journeyer's Kite,BRR,,9,9,9,9
82825,Keening Stone,BRR,,9,9,9,9
82826,Key to the City,BRR,,9,9,9,9
82827,Liquimetal Coating,BRR,,9,9,9,9
82828,Lodestone Golem,BRR,,27,27,27,27
82829,Mazemind Tome,BRR,,27,27,27,27
82830,Mesmeric Orb,BRR,,18,18,18,18
82831,Millstone,BRR,,9,9,9,9
82832,Mind's Eye,BRR,,9,9,9,9
82833,Mishra's Bauble,BRR,,45,18,45,18
82834,Mox Amber,BRR,,27,27,27,27
82835,Mystic Forge,BRR,,9,9,9,9
82836,Ornithopter,BRR,,36,9,36,9
82837,Perilous Vault,BRR,,27,27,27,27
82838,Phyrexian Processor,BRR,,18,18,18,18
82839,Phyrexian Revoker,BRR,,18,18,18,18
82840,Platinum Angel,BRR,,9,9,9,9
82841,Precursor Golem,BRR,,9,9,9,9
82842,Pristine Talisman,BRR,,9,9,9,9
82843,Psychosis Crawler,BRR,,9,9,9,9
82844,Quicksilver Amulet,BRR,,9,9,9,9
82845,Quietus Spike,BRR,,9,9,9,9
82846,"Ramos, Dragon Engine",BRR,WUBRG,9,-360,9,-360
82847,Runechanter's Pike,BRR,,9,9,9,9
82848,Scrap Trawler,BRR,,18,18,18,18
82849,Sculpting Steel,BRR,,9,9,9,9
82850,Self-Assembler,BRR,,9,9,9,9
82851,Semblance Anvil,BRR,,9,9,9,9
82852,Sigil of Valor,BRR,,9,9,9,9
82853,Soul-Guide Lantern,BRR,,18,18,18,18
82854,Springleaf Drum,BRR,,18,18,18,18
82855,Staff of Domination,BRR,,9,9,9,9
82856,Sundering Titan,BRR,,27,27,27,27
82857,Swiftfoot Boots,BRR,,9,9,9,9
82858,Sword of the Meek,BRR,,18,18,18,18
82859,Thorn of Amethyst,BRR,,27,27,27,27
82860,Unwinding Clock,BRR,,9,9,9,9
82861,Well of Lost Dreams,BRR,,9,9,9,9
82862,Wurmcoil Engine,BRR,,45,45,45,45
83000,Retrofitter Foundry,C18,,45,9,45,9
83047,Monologue Tax,C21,W,9,9,9,9
83081,"Laelia, the Blade Reforged",C21,R,9,360,9,240
83143,Ophiomancer,CC2,B,9,9,9,9
83157,Go-Shintai of Life's Origin,NEC,WUBRG,9,9,9,9
83338,Magmaw,UMA,R,9,9,9,9
83387,Tarmogoyf,UMA,G,36,36,36,36
83449,Mistveil Plains,UMA,W,0,0,0,0
83473,A-Cauldron Familiar,ELD,B,27,27,36,36
83474,"A-Winota, Joiner of Forces",IKO,WR,18,1440,45,1200
83475,A-Cauldron Familiar,JMP,B,27,27,36,36
83476,A-Master of Winds,ZNR,U,9,9,36,36
83477,A-Hagra Constrictor,ZNR,B,18,18,9,9
83478,A-Skyclave Shadowcat,ZNR,B,18,18,9,9
83479,A-Rockslide Sorcerer,ZNR,R,9,9,9,9
83480,A-Gnarlid Colony,ZNR,G,9,6,3,3
83481,A-Iridescent Hornbeetle,ZNR,G,9,9,9,9
83482,A-Oran-Rief Ooze,ZNR,G,9,9,27,27
83483,A-Moss-Pit Skeleton,ZNR,BG,9,9,9,9
83484,A-Umara Mystic,ZNR,UR,18,18,9,9
83485,A-Fall of the Impostor,KHM,WG,9,9,9,9
83486,A-Bretagard Stronghold,KHM,WG,9,6,9,9
83487,A-Dueling Coach,STX,W,9,9,9,9
83488,A-Mentor's Guidance,STX,U,45,36,9,9
83489,A-Tenured Inkcaster,STX,B,18,18,9,9
83490,A-Ardent Dustspeaker,STX,R,9,9,9,9
83491,A-Tome Shredder,STX,R,18,18,9,9
83492,"A-Rowan, Scholar of Sparks",STX,UR,9,720,27,27
83496,A-Maelstrom Muse,STX,UR,9,9,9,9
83497,A-Tanazir Quandrix,STX,UG,9,9,27,27
83499,A-Dragon's Rage Channeler,MH2,R,45,45,45,45
83500,A-Unholy Heat,MH2,R,27,27,36,36
83501,A-Ochre Jelly,AFR,G,9,9,9,9
83503,A-Sorcerer Class,AFR,UR,9,9,18,18
83504,A-The Meathook Massacre,MID,B,36,36,45,45
83506,A-Sigardian Paladin,VOW,WG,9,9,9,9
83514,Benalish Knight-Counselor,Y23,W,27,27,27,27
83515,Priest of Possibility,Y23,W,27,27,27,27
83516,Pull of the Mist Moon,Y23,WU,27,27,27,27
83517,Oracle of the Alpha,Y23,U,36,36,36,36
83518,Skywriter Djinn,Y23,U,27,27,27,27
83519,Trove Mage,Y23,U,18,18,18,18
83520,Vesuvan Mist,Y23,UB,18,27,18,27
83521,Darigaaz's Whelp,Y23,BR,9,9,9,9
83522,Diminished Returner,Y23,B,27,27,27,27
83523,"Reezug, the Bonecobbler",Y23,B,18,-360,18,-360
83524,Smogbelcher Chariot,Y23,B,45,45,45,45
83525,Ghitu Embercoiler,Y23,R,45,45,45,45
83526,Goblin Influx Array,Y23,R,36,27,36,27
83527,Goblin Morale Sergeant,Y23,R,45,18,45,18
83528,Spellchain Scatter,Y23,UR,18,18,18,18
83529,Marwyn's Kindred,Y23,G,18,18,18,18
83530,Nantuko Slicer,Y23,BG,36,36,36,36
83531,Vinesoul Spider,Y23,G,18,18,18,18
83532,Wandering Treefolk,Y23,G,18,27,18,27
83533,"Arvad, Weatherlight Smuggler",Y23,WB,27,-360,27,9
83534,Bloodsprout Talisman,Y23,BG,45,45,45,45
83535,"Darigaaz, Shivan Champion",Y23,BRG,36,9,36,36
83536,Juggernaut Peddler,Y23,WB,45,36,45,36
83537,"Niambi, Beloved Protector",Y23,WU,18,9,18,9
83538,Protean War Engine,Y23,WR,45,45,45,45
83539,"Slimefoot, Thallid Transplant",Y23,BG,27,9,27,9
83540,Teferi's Contingency,Y23,WU,9,9,9,9
83541,"Tiana, Angelic Mechanic",Y23,WR,27,9,27,9
83542,Vodalian Tide Mage,Y23,UG,18,18,18,18
83543,Coalition Construct,Y23,,36,36,36,36
83639,A-You Come to a River,AFR,U,9,9,9,9
83640,A-Baleful Beholder,AFR,B,9,9,9,9
83642,A-Eyes of the Beholder,AFR,B,9,9,9,9
83643,A-Manticore,AFR,B,9,9,9,9
83645,A-Blessed Hippogriff,HBG,W,9,9,9,9
83647,A-Steadfast Unicorn,HBG,W,9,9,9,9
83648,A-Dragonborn Looter,HBG,U,9,9,9,9
83649,A-Goggles of Night,HBG,U,9,9,9,9
83651,A-Lapis Orb of Dragonkind,HBG,U,9,9,9,9
83652,A-You Come to a River,HBG,U,9,9,9,9
83653,A-Baleful Beholder,HBG,B,9,9,9,9
83654,A-Eyes of the Beholder,HBG,B,9,9,9,9
83655,A-Manticore,HBG,B,9,9,9,9
83656,A-Kenku Artificer,HBG,U,9,9,9,9
83657,A-Pseudodragon Familiar,HBG,U,9,9,9,9
83658,A-Guildsworn Prowler,HBG,B,9,9,9,9
83659,A-Young Blue Dragon,HBG,U,9,9,9,9
83661,A-Sigil of Myrkul,HBG,B,9,9,9,9
83662,A-Carnelian Orb of Dragonkind,HBG,R,9,9,9,9
83663,A-Young Red Dragon,HBG,R,9,9,9,9
83665,A-Circle of the Land Druid,HBG,G,9,9,9,9
83666,A-Druidic Ritual,HBG,G,9,9,9,9
83667,A-Emerald Dragon,HBG,G,9,9,9,9
83669,A-Jade Orb of Dragonkind,HBG,G,9,9,9,9
83670,A-Split the Spoils,HBG,G,9,9,9,9
83671,A-Lantern of Revealing,HBG,,9,9,9,9
83672,A-Navigation Orb,HBG,,9,9,9,9
83677,Plains,UNF,W,0,0,0,0
83678,Island,UNF,U,0,0,0,0
83679,Swamp,UNF,B,0,0,0,0
83680,Mountain,UNF,R,0,0,0,0
83681,Forest,UNF,G,0,0,0,0
83701,Against All Odds,ONE,W,9,9,9,9
83702,Annex Sentry,ONE,W,36,9,36,9
83703,Apostle of Invasion,ONE,W,9,9,9,9
83704,Basilica Shepherd,ONE,W,9,9,9,9
83705,Bladed Ambassador,ONE,W,9,9,9,9
83706,Charge of the Mites,ONE,W,9,9,9,9
83707,Compleat Devotion,ONE,W,9,9,9,9
83708,Crawling Chorus,ONE,W,27,9,27,9
83709,Duelist of Deep Faith,ONE,W,9,9,9,9
83710,"Elesh Norn, Mother of Machines",ONE,W,18,360,18,240
83711,The Eternal Wanderer,ONE,W,27,9,27,9
83712,Flensing Raptor,ONE,W,9,9,9,9
83713,Goldwarden's Helm,ONE,W,9,9,9,9
83714,Hexgold Hoverwings,ONE,W,18,9,18,9
83715,Incisor Glider,ONE,W,9,9,9,9
83716,Indoctrination Attendant,ONE,W,9,9,9,9
83717,Infested Fleshcutter,ONE,W,9,9,9,9
83718,Jawbone Duelist,ONE,W,27,9,27,9
83719,"Kemba, Kha Enduring",ONE,W,36,9,36,18
83720,Leonin Lightbringer,ONE,W,9,9,9,9
83721,Mandible Justiciar,ONE,W,9,9,9,9
83722,Mirran Bardiche,ONE,W,9,9,9,9
83723,"Mondrak, Glory Dominus",ONE,W,27,9,27,27
83724,Norn's Wellspring,ONE,W,9,9,9,9
83725,Orthodoxy Enforcer,ONE,W,9,9,9,9
83726,Ossification,ONE,W,9,9,9,9
83727,Phyrexian Vindicator,ONE,W,18,18,18,18
83728,Planar Disruption,ONE,W,9,9,9,9
83729,Plated Onslaught,ONE,W,9,9,9,9
83730,Porcelain Zealot,ONE,W,9,9,9,9
83731,Resistance Reunited,ONE,W,9,9,9,9
83732,Sinew Dancer,ONE,W,9,9,9,9
83733,"Skrelv, Defector Mite",ONE,W,45,360,45,36
83734,Skrelv's Hive,ONE,W,36,18,36,18
83735,Swooping Lookout,ONE,W,9,9,9,9
83736,Vanish into Eternity,ONE,W,9,9,9,9
83737,Veil of Assimilation,ONE,W,9,9,9,9
83738,White Sun's Twilight,ONE,W,18,18,18,18
83739,Zealot's Conviction,ONE,W,9,9,9,9
83740,Aspirant's Ascent,ONE,U,9,9,9,9
83741,Atmosphere Surgeon,ONE,U,9,9,9,9
83742,Blade of Shared Souls,ONE,U,9,9,9,9
83743,Blue Sun's Twilight,ONE,U,18,18,18,18
83744,Bring the Ending,ONE,U,9,9,9,9
83745,Chrome Prowler,ONE,U,9,9,9,9
83746,Distorted Curiosity,ONE,U,9,9,9,9
83747,Encroaching Mycosynth,ONE,U,9,9,9,9
83748,Escaped Experiment,ONE,U,9,9,9,9
83749,Experimental Augury,ONE,U,9,9,9,9
83750,Eye of Malcator,ONE,U,9,9,9,9
83751,Font of Progress,ONE,U,9,9,9,9
83752,Gitaxian Anatomist,ONE,U,9,9,9,9
83753,Gitaxian Raptor,ONE,U,9,9,9,9
83754,Glistener Seer,ONE,U,9,9,9,9
83755,Ichor Synthesizer,ONE,U,9,9,9,9
83756,Ichormoon Gauntlet,ONE,U,9,9,9,9
83757,"Jace, the Perfected Mind",ONE,U,45,9,45,45
83758,Malcator's Watcher,ONE,U,9,9,9,9
83759,Meldweb Curator,ONE,U,9,9,9,9
83760,Meldweb Strider,ONE,U,9,9,9,9
83761,Mercurial Spelldancer,ONE,U,9,9,9,9
83762,Mesmerizing Dose,ONE,U,9,9,9,9
83763,Mindsplice Apparatus,ONE,U,9,9,9,9
83764,Minor Misstep,ONE,U,9,9,9,9
83765,Prologue to Phyresis,ONE,U,9,9,9,9
83766,Quicksilver Fisher,ONE,U,9,9,9,9
83767,Reject Imperfection,ONE,U,9,9,9,9
83768,Serum Snare,ONE,U,9,9,9,9
83769,Tamiyo's Immobilizer,ONE,U,9,9,9,9
83770,Tamiyo's Logbook,ONE,U,9,9,9,9
83771,"Tekuthal, Inquiry Dominus",ONE,U,18,-360,18,18
83772,Thrummingbird,ONE,U,9,9,9,9
83773,Transplant Theorist,ONE,U,9,9,9,9
83774,Trawler Drake,ONE,U,9,9,9,9
83775,"Unctus, Grand Metatect",ONE,U,9,-360,9,-360
83776,Unctus's Retrofitter,ONE,U,9,9,9,9
83777,Vivisurgeon's Insight,ONE,U,9,9,9,9
83778,Watchful Blisterzoa,ONE,U,9,9,9,9
83779,Ambulatory Edifice,ONE,B,9,9,9,9
83780,Annihilating Glare,ONE,B,9,9,9,9
83781,Anoint with Affliction,ONE,B,9,9,9,9
83782,Archfiend of the Dross,ONE,B,27,9,27,9
83783,Bilious Skulldweller,ONE,B,9,9,9,9
83784,Black Sun's Twilight,ONE,B,9,9,9,9
83785,Blightbelly Rat,ONE,B,9,9,9,9
83786,Bonepicker Skirge,ONE,B,9,9,9,9
83787,Chittering Skitterling,ONE,B,9,9,9,9
83788,Cruel Grimnarch,ONE,B,9,9,9,9
83789,Cutthroat Centurion,ONE,B,9,9,9,9
83790,"Drivnod, Carnage Dominus",ONE,B,9,9,9,9
83791,Drown in Ichor,ONE,B,9,9,9,9
83792,Duress,ONE,B,9,9,9,9
83793,Feed the Infection,ONE,B,9,9,9,9
83794,Fleshless Gladiator,ONE,B,9,9,9,9
83795,"Geth, Thane of Contracts",ONE,B,18,9,18,9
83796,Gulping Scraptrap,ONE,B,9,9,9,9
83797,Infectious Inquiry,ONE,B,9,9,9,9
83798,"Karumonix, the Rat King",ONE,B,18,360,18,240
83799,Necrogen Communion,ONE,B,9,9,9,9
83800,Necrosquito,ONE,B,9,9,9,9
83801,Nimraiser Paladin,ONE,B,9,9,9,9
83802,Offer Immortality,ONE,B,9,9,9,9
83803,Pestilent Syphoner,ONE,B,9,9,9,9
83804,Phyrexian Arena,ONE,B,36,36,36,36
83805,Phyrexian Obliterator,ONE,B,27,27,27,27
83806,Ravenous Necrotitan,ONE,B,9,9,9,9
83807,Scheming Aspirant,ONE,B,9,9,9,9
83808,Sheoldred's Edict,ONE,B,9,9,9,9
83809,Sheoldred's Headcleaver,ONE,B,9,9,9,9
83810,Stinging Hivemaster,ONE,B,9,9,9,9
83811,Testament Bearer,ONE,B,9,9,9,9
83812,Vat Emergence,ONE,B,9,9,9,9
83813,Vat of Rebirth,ONE,B,9,9,9,9
83814,"Vraan, Executioner Thane",ONE,B,27,9,27,27
83815,"Vraska, Betrayal's Sting",ONE,B,18,9,18,18
83816,Vraska's Fall,ONE,B,9,9,9,9
83817,Whisper of the Dross,ONE,B,9,9,9,9
83818,All Will Be One,ONE,R,9,9,9,9
83819,Awaken the Sleeper,ONE,R,9,9,9,9
83820,Axiom Engraver,ONE,R,9,9,9,9
83821,Barbed Batterfist,ONE,R,18,9,18,9
83822,Bladegraft Aspirant,ONE,R,18,9,18,9
83823,Blazing Crescendo,ONE,R,18,9,18,9
83824,Cacophony Scamp,ONE,R,36,9,36,9
83825,Capricious Hellraiser,ONE,R,36,36,36,36
83826,Chimney Rabble,ONE,R,9,9,9,9
83827,Churning Reservoir,ONE,R,9,9,9,9
83828,Dragonwing Glider,ONE,R,36,27,36,27
83829,Exuberant Fuseling,ONE,R,9,9,9,9
83830,Forgehammer Centurion,ONE,R,9,9,9,9
83831,Free from Flesh,ONE,R,9,9,9,9
83832,Furnace Punisher,ONE,R,18,9,18,9
83833,Furnace Strider,ONE,R,9,9,9,9
83834,Gleeful Demolition,ONE,R,27,9,27,9
83835,Hazardous Blast,ONE,R,9,9,9,9
83836,Hexgold Halberd,ONE,R,18,9,18,9
83837,Hexgold Slash,ONE,R,9,9,9,9
83838,"Koth, Fire of Resistance",ONE,R,27,360,27,27
83839,Kuldotha Cackler,ONE,R,9,9,9,9
83840,Magmatic Sprinter,ONE,R,9,9,9,9
83841,Molten Rebuke,ONE,R,9,9,9,9
83842,Nahiri's Sacrifice,ONE,R,9,9,9,9
83843,Oxidda Finisher,ONE,R,9,9,9,9
83844,Rebel Salvo,ONE,R,18,9,18,9
83845,Red Sun's Twilight,ONE,R,9,9,9,9
83846,Resistance Skywarden,ONE,R,9,9,9,9
83847,Sawblade Scamp,ONE,R,9,9,9,9
83848,Shrapnel Slinger,ONE,R,9,9,9,9
83849,"Slobad, Iron Goblin",ONE,R,9,-360,9,-360
83850,"Solphim, Mayhem Dominus",ONE,R,9,9,9,9
83851,Thrill of Possibility,ONE,R,9,9,9,9
83852,Urabrask's Anointer,ONE,R,9,9,9,9
83853,Urabrask's Forge,ONE,R,18,18,18,18
83854,Vindictive Flamestoker,ONE,R,9,9,9,9
83855,Volt Charge,ONE,R,9,9,9,9
83856,Vulshok Splitter,ONE,R,18,9,18,9
83857,Adaptive Sporesinger,ONE,G,9,9,9,9
83858,Armored Scrapgorger,ONE,G,9,9,9,9
